汉字	max综合类型	max综合正字	min综合类型	min综合正字
券	0	券	0	券
刹	0	刹	0	刹
刺	0	刺	0	刺
刻	0	刻	0	刻
刼	1	劫	1	劫
刽	1	劊	1	劊
刾	1	刺	1	刺
刿	1	劌	1	劌
剀	1	剴	3	
剁	1	刴	1	刴
剂	1	劑	1	劑
剃	0	剃	0	剃
剄	0	剄	0	剄
剅	0	剅	0	剅
剆	2	剆&𣂞	0	剆
則	0	則	0	則
剈	0	剈	0	剈
剉	0	剉	0	剉
削	0	削	0	削
剋	2	克&剋	0	剋
剌	2	刺&剌	2	刺&剌
前	0	前	0	前
剎	1	刹	1	刹
剏	3	創&刱	1	創
剐	1	剮	1	剮
剑	1	劍	1	劍
剒	0	剒	0	剒
剓	2	剓&剺	1	剺
剔	0	剔	0	剔
剕	0	剕	0	剕
剖	0	剖	0	剖
剗	2	剗&剷	1	剷
剘	0	剘	0	剘
剙	3	創&刱	1	刱
剚	0	剚	0	剚
剛	0	剛	0	剛
剜	0	剜	0	剜
剝	0	剝	0	剝
剞	0	剞	0	剞
剟	0	剟	0	剟
剠	2	剠&掠&黥	3	掠&黥
剡	0	剡	0	剡
剢	0	剢	0	剢
剣	1	劍	1	劍
剤	1	劑	1	劑
剥	1	剝	1	剝
剧	1	劇	1	劇
剨	0	剨	0	剨
剩	0	剩	0	剩
剪	0	剪	0	剪
剫	0	剫	0	剫
剬	2	制&剬&剸	2	制&剬&剸
剭	0	剭	0	剭
剮	0	剮	0	剮
副	0	副	0	副
剰	1	剩	1	剩
剱	1	劒	3	
割	0	割	0	割
剳	2	劄&剳	2	劄&剳
剴	0	剴	0	剴
創	2	創&刅	0	創
剶	0	剶	0	剶
剷	2	剷&鏟	0	剷
剸	0	剸	0	剸
剹	0	剹	0	剹
剺	0	剺	0	剺
剻	0	剻	0	剻
剼	2	剼&劋	0	剼
剽	0	剽	0	剽
剾	0	剾	0	剾
剿	2	剿&劋	0	剿
劀	2	刮&劀	0	劀
劁	0	劁	0	劁
劂	0	劂	0	劂
劃	0	劃	0	劃
劄	0	劄	0	劄
劅	1	斀	1	斀
劆	2	鐮&劆	2	鐮&劆
劇	0	劇	0	劇
劈	0	劈	0	劈
劉	0	劉	0	劉
劊	0	劊	0	劊
劋	2	剿&劋	0	劋
劌	0	劌	0	劌
劍	0	劍	0	劍
劎	3	劒&劍	1	劍
劏	0	劏	3	
劐	2	劃&穫&劐	2	劃&穫&劐
劑	0	劑	0	劑
劒	2	劒&劍	1	劍
劓	0	劓	0	劓
劔	3	劒&劍	1	劍
劕	2	質&劕	0	劕
劖	0	劖	0	劖
劗	0	劗	0	劗
劘	0	劘	0	劘
劙	0	劙	0	劙
劚	1	斸	1	斸
力	0	力	0	力
劜	0	劜	0	劜
劝	1	勸	1	勸
办	1	辦	1	辦
功	0	功	0	功
加	0	加	0	加
务	1	務	1	務
劢	1	勱	3	
劣	0	劣	0	劣
劤	0	劤	0	劤
劥	0	劥	0	劥
劦	0	劦	0	劦
劧	0	劧	0	劧
动	1	動	1	動
助	0	助	0	助
努	0	努	0	努
劫	0	劫	0	劫
劬	0	劬	0	劬
劭	0	劭	0	劭
劮	2	逸&劮	2	逸&劮
劯	0	劯	0	劯
劰	0	劰	0	劰
励	1	勵	1	勵
劲	1	勁	1	勁
劳	1	勞	1	勞
労	1	勞	1	勞
劵	2	劵&倦&券	3	倦&券
劶	0	劶	0	劶
劷	0	劷	0	劷
劸	0	劸	0	劸
効	1	效	1	效
劺	0	劺	0	劺
劻	0	劻	0	劻
劼	0	劼	0	劼
劽	0	劽	0	劽
劾	0	劾	0	劾
势	1	勢	1	勢
勀	2	剋&勀	1	剋
勁	0	勁	0	勁
勂	0	勂	0	勂
勃	0	勃	0	勃
勄	1	敏	1	敏
勅	1	敕	1	敕
勆	0	勆	0	勆
勇	0	勇	0	勇
勈	1	勇	1	勇
勉	0	勉	0	勉
勊	3	剋&勀	1	剋
勋	1	勛	1	勛
勌	2	勌&倦&勸	3	倦&勸
勍	0	勍	0	勍
勎	3	戮&勠	1	勠
勏	0	勏	0	勏
勐	1	猛	1	猛
勑	2	勑&徠&敕	3	徠&敕
勒	0	勒	0	勒
勓	2	劾&勓	0	勓
勔	2	勉&僶&黽&勔	0	勔
動	0	動	0	動
勖	2	勗&勖	1	勗
勗	2	勗&勖	0	勗
勘	0	勘	0	勘
務	0	務	0	務
勚	1	勩	3	
勛	0	勛	0	勛
勜	0	勜	0	勜
勝	0	勝	0	勝
勞	0	勞	0	勞
募	0	募	0	募
勠	0	勠	0	勠
勡	2	勡&剽	1	剽
勢	0	勢	0	勢
勣	0	勣	0	勣
勤	0	勤	0	勤
勥	1	𠣀	1	𠣀
勦	0	勦	0	勦
勧	1	勸	1	勸
勨	0	勨	0	勨
勩	0	勩	0	勩
勪	2	蹻&勪	1	蹻
勫	0	勫	0	勫
勬	0	勬	0	勬
勭	2	動&勭	2	動&勭
勮	0	勮	0	勮
勯	0	勯	0	勯
勰	0	勰	0	勰
勱	0	勱	0	勱
勲	3	勳&勛	1	勛
勳	2	勳&勛	1	勛
勴	2	勴&𠣊	0	勴
勵	0	勵	0	勵
勶	0	勶	0	勶
勷	0	勷	0	勷
勸	0	勸	0	勸
勹	2	包&勹	2	包&勹
勺	0	勺	0	勺
勻	0	勻	0	勻
勼	0	勼	0	勼
勽	0	勽	0	勽
勾	2	勾&句	2	勾&句
勿	0	勿	0	勿
匀	1	勻	1	勻
匂	1	匈	3	
匃	3	匄&丐&匈	3	丐&匈
匄	2	匄&丐	1	丐
包	0	包	0	包
匆	0	匆	0	匆
匇	1	匆	1	匆
匈	2	匈&胸	0	匈
匉	0	匉	0	匉
匊	0	匊	0	匊
匋	2	陶&匋	2	陶&匋
匌	0	匌	0	匌
匍	0	匍	0	匍
匎	0	匎	0	匎
匏	0	匏	0	匏
匐	0	匐	0	匐
匑	0	匑	0	匑
匒	0	匒	0	匒
匓	1	𠣿	1	𠣿
匔	1	匑	1	匑
匕	0	匕	0	匕
化	0	化	0	化
北	0	北	0	北
匘	1	腦	1	腦
匙	0	匙	0	匙
匚	2	匚&匸	0	匚
匛	1	柩	1	柩
匜	0	匜	0	匜
匝	0	匝	0	匝
匞	1	匠	1	匠
匟	2	炕&匟	0	匟
匠	0	匠	0	匠
匡	2	匡&筐	0	匡
匢	0	匢	0	匢
匣	0	匣	0	匣
匤	0	匤	0	匤
匥	1	笲	1	笲
匦	1	匭	3	
匧	1	篋	1	篋
匨	2	臧&藏&匨	2	臧&藏&匨
匩	1	匡	1	匡
匪	0	匪	0	匪
匫	1	匢	1	匢
匬	0	匬	0	匬
匭	2	匭&簋	0	匭
匮	1	匱	1	匱
匯	0	匯	0	匯
匰	0	匰	0	匰
匱	0	匱	0	匱
匲	3	籢&奩	1	奩
匳	1	奩	1	奩
匴	0	匴	0	匴
匵	1	櫝	1	櫝
匶	1	柩	1	柩
匷	0	匷	0	匷
匸	2	匚&匸	2	匚&匸
匹	0	匹	0	匹
区	1	區	1	區
医	2	醫&医	1	醫
匼	0	匼	0	匼
匽	0	匽	0	匽
匾	0	匾	0	匾
匿	0	匿	0	匿
區	0	區	0	區
十	0	十	0	十
卂	2	迅&卂	0	卂
千	2	千&韆	2	千&韆
卄	1	廿	1	廿
卅	0	卅	0	卅
卆	1	卒	1	卒
升	2	升&斗	0	升
午	0	午	0	午
卉	0	卉	0	卉
半	0	半	0	半
卋	1	世	1	世
卌	2	卌&𠦌	0	卌
卍	0	卍	0	卍
华	1	華	1	華
协	1	協	1	協
卐	1	卍	1	卍
卑	0	卑	0	卑
卒	0	卒	0	卒
卓	0	卓	0	卓
協	0	協	0	協
单	1	單	1	單
卖	1	賣	1	賣
南	0	南	0	南
単	1	單	1	單
卙	0	卙	0	卙
博	0	博	0	博
卛	1	率	1	率
卜	2	卜&蔔	0	卜
卝	3	卵&礦&丱	3	卵&礦&丱
卞	2	其&卞&亓	2	其&卞&亓
卟	0	卟	0	卟
占	0	占	0	占
卡	2	卡&弄	2	卡&弄
卢	1	盧	1	盧
卣	2	卣&鹵	0	卣
卤	3	西&滷&鹵	3	滷&鹵
卦	0	卦	0	卦
卧	1	臥	1	臥
卨	3	禼&𥜾	1	𥜾
卩	2	爺&卩	0	卩
卪	1	卩	1	卩
卫	1	衛	1	衛
卬	2	卯&卬	0	卬
卭	3	卬&邛	1	邛
卮	0	卮	0	卮
卯	0	卯	0	卯
印	0	印	0	印
危	0	危	0	危
卲	0	卲	0	卲
即	0	即	0	即
却	1	卻	1	卻
卵	0	卵	0	卵
卶	0	卶	0	卶
卷	2	卷&捲	2	卷&捲
卸	0	卸	0	卸
卹	0	卹	0	卹
卺	3	巹&𧯷	1	巹
卻	0	卻	0	卻
卼	0	卼	0	卼
卽	1	即	1	即
卾	0	卾	0	卾
卿	0	卿	0	卿
厀	1	膝	1	膝
厂	2	廠&厂	1	廠
厃	2	危&檐&厃	2	危&檐&厃
厄	2	厄&阨	0	厄
厅	1	廳	1	廳
历	3	曆&歷	3	曆&歷
厇	1	磔	1	磔
厈	3	斥&厂&𠨭	3	斥&厂&𠨭
厉	1	厲	1	厲
厊	0	厊	0	厊
压	1	壓	1	壓
厌	1	厭	1	厭
厍	1	厙	1	厙
厎	2	底&厎	2	底&厎
厏	0	厏	0	厏
厐	1	龐	3	
厑	1	厓	3	
厒	0	厒	0	厒
厓	2	厓&崖&涯&睚	3	崖&涯&睚
厔	2	庢&厔	2	庢&厔
厕	1	廁	1	廁
厖	2	龐&厖	2	龐&厖
厗	2	銻&厗	0	厗
厘	2	釐&廛&厘	2	釐&厘
厙	0	厙	0	厙
厚	0	厚	0	厚
厛	1	廳	1	廳
厜	0	厜	0	厜
厝	0	厝	0	厝
厞	0	厞	0	厞
原	0	原	0	原
厠	1	廁	1	廁
厡	3	原&源	1	原
厢	1	廂	1	廂
厣	1	厴	1	厴
厤	0	厤	0	厤
厥	0	厥	0	厥
厦	1	廈	1	廈
厧	0	厧	0	厧
厨	1	廚	1	廚
厩	1	廄	1	廄
厪	1	廑	1	廑
厫	1	廒	1	廒
厬	0	厬	0	厬
厭	2	厭&壓	0	厭
厮	1	廝	1	廝
厯	1	歷	1	歷
厰	1	廠	1	廠
厱	0	厱	0	厱
厲	0	厲	0	厲
厳	1	嚴	1	嚴
厴	0	厴	0	厴
厶	2	某&私&厶	0	厶
厷	2	厷&右&肱	3	右&肱
厸	2	鄰&厸	2	鄰&厸
厹	2	厹&叴	0	厹
厺	1	去	1	去
去	2	去&弆	0	去
厼	1	爾	3	
厽	2	累&厽	2	累&厽
厾	0	厾	0	厾
县	1	縣	1	縣
叀	2	專&叀	2	專&叀
叁	3	三&參	3	三&參
参	1	參	1	參
參	2	三&參	0	參
叄	2	三&參&叄	1	參
叅	3	參&累	1	參
叆	1	靉	3	
叇	1	靆	3	
又	0	又	0	又
叉	0	叉	0	叉
及	0	及	0	及
友	0	友	0	友
双	1	雙	1	雙
反	0	反	0	反
収	1	收	1	收
叏	1	夬	1	夬
叐	1	犮	1	犮
发	3	友&發&髮	3	發&髮
叒	1	若	1	若
叓	2	叓&事&吏	3	事&吏
叔	2	叔&掓	0	叔
叕	0	叕	0	叕
取	0	取	0	取
受	0	受	0	受
变	1	變	1	變
叙	1	敘	1	敘
叚	2	叚&假&段	3	假&段
叛	0	叛	0	叛
叜	1	叟	1	叟
叝	2	𠫳&叝	0	叝
叞	3	尉&熨	1	尉
叟	0	叟	0	叟
叠	1	疊	1	疊
叡	2	睿&叡	0	叡
叢	0	叢	0	叢
口	0	口	0	口
古	0	古	0	古
句	0	句	0	句
另	2	另&剮	2	另&剮
叧	1	剮	1	剮
叨	0	叨	0	叨
叩	0	叩	0	叩
只	2	只&隻&戠	2	只&隻
叫	0	叫	0	叫
召	0	召	0	召
叭	0	叭	0	叭
叮	0	叮	0	叮
可	0	可	0	可
台	2	台&臺&颱&檯	2	台&臺&颱&檯
叱	2	以&叱&叱	0	叱
史	0	史	0	史
右	0	右	0	右
叴	2	厹&叴	0	叴
叵	0	叵	0	叵
叶	3	協&葉	1	葉
号	1	號	1	號
司	0	司	0	司
叹	3	又&嘆&歎	3	又&嘆
叻	0	叻	0	叻
叼	0	叼	0	叼
叽	3	嘰&叴	1	嘰
叿	0	叿	0	叿
吀	2	羋&吀	2	羋&吀
吁	2	吁&籲	2	吁&籲
吂	0	吂	0	吂
吃	0	吃	0	吃
各	0	各	0	各
吅	3	喧&訟&鄰	3	喧&訟&鄰
吆	0	吆	0	吆
吇	2	唧&吇	2	唧&吇
合	2	合&閤	2	合&閤
吉	0	吉	0	吉
吊	2	吊&弔	2	吊&弔
吋	0	吋	0	吋
同	0	同	0	同
名	0	名	0	名
后	2	后&後	2	后&後
吏	0	吏	0	吏
吐	0	吐	0	吐
向	2	向&嚮	2	向&嚮
吒	0	吒	0	吒
吓	1	嚇	1	嚇
吔	0	吔	0	吔
吕	1	呂	1	呂
吖	0	吖	0	吖
吗	1	嗎	1	嗎
吘	0	吘	0	吘
吙	2	吙&㗾	2	吙&㗾
吚	3	咿&㕧	3	咿&㕧
君	0	君	0	君
吜	0	吜	0	吜
吝	0	吝	0	吝
吞	0	吞	0	吞
吟	0	吟	0	吟
吠	0	吠	0	吠
吡	0	吡	0	吡
吢	1	𢙈	1	𢙈
吣	3	唚&𢙈	1	𢙈
吤	0	吤	0	吤
吥	2	否&吥	2	否&吥
否	0	否	0	否
吧	0	吧	0	吧
吨	2	噸&訰&吨	1	噸
吩	2	吩&噴	2	吩&噴
吪	2	訛&吪	0	吪
含	0	含	0	含
听	2	聽&听&𠲻	1	聽
吭	0	吭	0	吭
吮	0	吮	0	吮
启	3	啟&呇	1	啟
吰	0	吰	0	吰
吱	2	吱&𦧉	2	吱&𦧉
吲	3	哂&弞	3	哂&弞
吳	0	吳	0	吳
吴	3	吞&吳	1	吳
吵	0	吵	0	吵
吶	0	吶	0	吶
吷	2	吷&歠	2	吷&歠
吸	0	吸	0	吸
吹	0	吹	0	吹
吺	2	嚅&吺	0	吺
吻	0	吻	0	吻
吼	0	吼	0	吼
吽	2	吼&吽	2	吼&吽
吾	0	吾	0	吾
吿	1	告	1	告
呀	0	呀	0	呀
呁	0	呁	0	呁
呂	0	呂	0	呂
呃	0	呃	0	呃
呄	0	呄	0	呄
呅	2	吻&呅	2	吻&呅
呆	2	呆&梅	2	呆&梅
呇	0	呇	0	呇
呈	0	呈	0	呈
呉	1	吳	1	吳
告	0	告	0	告
呋	1	趺	1	趺
呌	1	叫	1	叫
呍	0	呍	0	呍
呎	0	呎	0	呎
呏	0	呏	0	呏
呐	3	吶&訥	1	吶
呑	1	吞	1	吞
呒	1	嘸	1	嘸
呓	1	囈	1	囈
呔	0	呔	0	呔
呕	1	嘔	1	嘔
呖	1	嚦	1	嚦
呗	1	唄	1	唄
员	1	員	1	員
呙	1	咼	1	咼
呚	3	㕮&𦧉	1	𦧉
呛	1	嗆	1	嗆
呜	1	嗚	1	嗚
呝	2	呝&呃	1	呃
呞	1	齝	1	齝
呟	0	呟	0	呟
呠	2	噴&呠	2	噴&呠
呡	2	吻&呡	2	吻&呡
呢	0	呢	0	呢
呣	2	謀&呣	2	謀&呣
呤	0	呤	0	呤
呥	0	呥	0	呥
呦	0	呦	0	呦
呧	2	詆&呧	0	呧
周	2	周&週	0	周
呩	1	嗜	1	嗜
呪	1	咒	1	咒
呫	0	呫	0	呫
呬	0	呬	0	呬
呭	1	詍	1	詍
呮	0	呮	0	呮
呯	0	呯	0	呯
呰	2	些&呰	2	些&呰
呱	0	呱	0	呱
呲	2	飺&呲	2	飺&呲
味	0	味	0	味
呴	2	吼&呴&吽	0	呴
呵	0	呵	0	呵
呶	0	呶	0	呶
呷	0	呷	0	呷
呸	0	呸	0	呸
呹	0	呹	0	呹
呺	2	號&呺	0	呺
呻	0	呻	0	呻
呼	0	呼	0	呼
命	0	命	0	命
呾	0	呾	0	呾
呿	0	呿	0	呿
咀	2	咀&嘴	2	咀&嘴
咁	0	咁	0	咁
咂	0	咂	0	咂
咃	0	咃	0	咃
咄	0	咄	0	咄
咅	2	咅&㕻	0	咅
咆	0	咆	0	咆
咇	0	咇	0	咇
咈	0	咈	0	咈
咉	0	咉	0	咉
咊	3	和&𠰓	1	和
咋	0	咋	0	咋
和	2	和&私	0	和
咍	0	咍	0	咍
咎	0	咎	0	咎
咏	1	詠	1	詠
咐	0	咐	0	咐
咑	0	咑	0	咑
咒	2	兕&咒	2	兕&咒
咓	0	咓	0	咓
咔	2	哢&𠱚&咔	2	哢&𠱚&咔
咕	0	咕	0	咕
咖	0	咖	0	咖
咘	0	咘	0	咘
咙	1	嚨	1	嚨
咚	0	咚	0	咚
咛	1	嚀	1	嚀
咝	1	噝	3	
咞	2	咞&哯	1	哯
咟	1	㗲	1	㗲
咠	0	咠	0	咠
咡	2	咡&㖇	2	咡&㖇
咢	0	咢	0	咢
咣	0	咣	0	咣
咤	3	吒&詫	1	吒
咥	0	咥	0	咥
咦	0	咦	0	咦
咧	0	咧	0	咧
咨	0	咨	0	咨
咩	2	羋&咩	0	咩
咪	2	咪&羋	2	咪&羋
咫	0	咫	0	咫
咬	0	咬	0	咬
咭	0	咭	0	咭
咮	0	咮	0	咮
咯	0	咯	0	咯
咰	2	詢&咰	2	詢&咰
咱	0	咱	0	咱
咲	1	笑	1	笑
咳	0	咳	0	咳
咴	0	咴	0	咴
咵	2	誇&咵	2	誇&咵
咶	2	舐&話&咶&聒	0	咶
咷	0	咷	0	咷
咸	2	咸&鹹	2	咸&鹹
咹	0	咹	0	咹
咺	0	咺	0	咺
咻	2	休&咻	2	休&咻
咼	2	咼&剮	0	咼
咽	2	咽&嚥	2	咽&嚥
咾	0	咾	0	咾
咿	0	咿	0	咿
哀	0	哀	0	哀
品	0	品	0	品
哂	2	哂&弞	0	哂
哃	0	哃	0	哃
哄	2	哄&鬨	0	哄
哅	2	哅&詾	0	哅
哆	0	哆	0	哆
哇	0	哇	0	哇
哈	0	哈	0	哈
哉	0	哉	0	哉
哊	2	唷&哊	2	唷&哊
哌	1	呱	1	呱
响	1	響	1	響
哎	0	哎	0	哎
哏	0	哏	0	哏
哐	0	哐	0	哐
哑	1	啞	1	啞
哒	1	噠	1	噠
哓	1	嘵	3	
哔	1	嗶	1	嗶
哕	1	噦	1	噦
哖	0	哖	0	哖
哗	1	嘩	1	嘩
哙	1	噲	3	
哚	0	哚	0	哚
哜	1	嚌	3	
哝	1	噥	1	噥
哞	0	哞	0	哞
哟	1	喲	1	喲
哠	0	哠	0	哠
員	0	員	0	員
哢	0	哢	0	哢
哣	1	咅	1	咅
哤	0	哤	0	哤
哥	0	哥	0	哥
哦	0	哦	0	哦
哧	2	嚇&哧	2	嚇&哧
哨	0	哨	0	哨
哩	0	哩	0	哩
哪	0	哪	0	哪
哫	0	哫	0	哫
哬	2	呵&哬&𧨂	2	呵&哬&𧨂
哭	0	哭	0	哭
哮	0	哮	0	哮
哯	2	叫&哯	0	哯
哰	1	嘮	1	嘮
哱	2	悖&哱&誖	2	悖&哱&誖
哲	0	哲	0	哲
哳	0	哳	0	哳
哴	2	喨&哴	2	喨&哴
哵	0	哵	0	哵
哶	1	羋	1	羋
哷	2	哷&𠷈	2	哷&𠷈
哸	2	嗺&哸	0	哸
哹	0	哹	0	哹
哺	0	哺	0	哺
哻	2	鼾&哻	1	鼾
哼	0	哼	0	哼
哽	0	哽	0	哽
哾	2	歠&哾	2	歠&哾
哿	0	哿	0	哿
唀	2	誘&唀	2	誘&唀
唁	0	唁	0	唁
唂	0	唂	0	唂
唃	2	唂&唃	2	唂&唃
唄	0	唄	0	唄
唅	0	唅	0	唅
唆	0	唆	0	唆
唇	2	脣&唇	0	唇
唈	0	唈	0	唈
唉	0	唉	0	唉
唊	0	唊	0	唊
唋	0	唋	0	唋
唌	2	誕&唌	2	誕&唌
唍	2	莞&唍	2	莞&唍
唎	0	唎	0	唎
唏	2	唏&欷	2	唏&欷
唐	0	唐	0	唐
唑	2	噬&唑	2	噬&唑
唒	0	唒	0	唒
唓	0	唓	0	唓
唔	0	唔	0	唔
唕	0	唕	0	唕
唖	1	啞	1	啞
唗	0	唗	0	唗
唘	1	啟	1	啟
唙	1	嘀	1	嘀
唚	0	唚	0	唚
唛	1	嘜	1	嘜
唝	1	嗊	1	嗊
唠	1	嘮	1	嘮
唡	1	啢	1	啢
唢	1	嗩	1	嗩
唣	1	唕	3	
唤	1	喚	1	喚
唦	0	唦	0	唦
唧	0	唧	0	唧
唩	0	唩	0	唩
唪	0	唪	0	唪
唫	2	吟&唫	0	唫
唬	0	唬	0	唬
唭	0	唭	0	唭
售	0	售	0	售
唯	0	唯	0	唯
唰	0	唰	0	唰
唱	0	唱	0	唱
唲	0	唲	0	唲
唳	0	唳	0	唳
唴	0	唴	0	唴
唵	0	唵	0	唵
唶	2	咋&唶	2	咋&唶
唷	2	唷&喅	2	唷&喅
唸	0	唸	0	唸
唹	0	唹	0	唹
唺	1	哯	1	哯
唻	0	唻	0	唻
唼	0	唼	0	唼
唽	3	哳&𠴭	3	哳&𠴭
唾	0	唾	0	唾
唿	1	啒	1	啒
啀	0	啀	0	啀
啁	0	啁	0	啁
啂	0	啂	0	啂
啃	0	啃	0	啃
啄	0	啄	0	啄
啅	0	啅	0	啅
商	0	商	0	商
啇	0	啇	0	啇
啈	2	㖕&啈&䛭	2	㖕&啈&䛭
啉	0	啉	0	啉
啊	0	啊	0	啊
啋	0	啋	0	啋
啌	2	啌&㾤	2	啌&㾤
啍	0	啍	0	啍
啎	0	啎	0	啎
問	0	問	0	問
啐	0	啐	0	啐
啑	2	嚏&啑	0	啑
啒	0	啒	0	啒
啓	1	啟	1	啟
啔	1	啟	1	啟
啕	0	啕	0	啕
啖	0	啖	0	啖
啗	2	啖&啗	0	啗
啘	0	啘	0	啘
啙	1	呰	1	呰
啚	3	圖&鄙	3	圖&鄙
啛	0	啛	0	啛
啜	0	啜	0	啜
啝	2	𠰓&啝	0	啝
啞	0	啞	0	啞
啟	0	啟	0	啟
啠	1	哲	1	哲
啡	2	呸&啡	2	呸&啡
啢	0	啢	0	啢
啣	2	啣&銜	0	啣
啤	0	啤	0	啤
啥	0	啥	0	啥
啦	0	啦	0	啦
啧	1	嘖	1	嘖
啨	0	啨	0	啨
啪	0	啪	0	啪
啫	1	嗜	1	嗜
啬	1	嗇	1	嗇
啭	1	囀	1	囀
啮	3	齧&嚙	1	嚙
啯	1	嘓	3	
啰	1	囉	1	囉
啳	1	顴	1	顴
啴	1	嘽	3	
啵	0	啵	0	啵
啶	0	啶	0	啶
啷	0	啷	0	啷
啸	1	嘯	1	嘯
啺	1	唐	1	唐
啻	0	啻	0	啻
啼	0	啼	0	啼
啽	0	啽	0	啽
啾	0	啾	0	啾
啿	0	啿	0	啿
喀	0	喀	0	喀
喁	0	喁	0	喁
喂	2	喂&餵	0	喂
喃	0	喃	0	喃
善	0	善	0	善
喅	0	喅	0	喅
喆	1	哲	1	哲
喇	0	喇	0	喇
喈	0	喈	0	喈
喉	0	喉	0	喉
喊	0	喊	0	喊
喋	0	喋	0	喋
喌	0	喌	0	喌
喍	0	喍	0	喍
喎	2	咼&喎	0	喎
喏	2	諾&喏	0	喏
喐	2	㖪&喐&𠸹	2	喐&𠸹
喑	0	喑	0	喑
喒	0	喒	0	喒
喓	0	喓	0	喓
喔	0	喔	0	喔
喕	0	喕	0	喕
喖	0	喖	0	喖
喗	2	𠱜&喗	0	喗
喘	0	喘	0	喘
喙	0	喙	0	喙
喚	0	喚	0	喚
喛	2	喚&喛	2	喚&喛
喜	0	喜	0	喜
喝	0	喝	0	喝
喞	1	唧	1	唧
喟	0	喟	0	喟
喠	0	喠	0	喠
喡	0	喡	0	喡
喢	0	喢	0	喢
喣	0	喣	0	喣
喤	0	喤	0	喤
喥	2	吒&喥	2	吒&喥
喦	2	喦&嵒	0	喦
喧	0	喧	0	喧
喨	0	喨	0	喨
喩	3	喻&諭	1	喻
喪	0	喪	0	喪
喫	0	喫	0	喫
喬	0	喬	0	喬
喭	2	唁&諺&喭	0	喭
單	0	單	0	單
喯	1	噴	1	噴
喱	0	喱	0	喱
喲	0	喲	0	喲
喳	0	喳	0	喳
喴	0	喴	0	喴
喵	0	喵	0	喵
営	1	營	1	營
喷	1	噴	1	噴
喻	2	喻&諭	0	喻
喽	1	嘍	1	嘍
喾	1	嚳	1	嚳
喿	2	參&鍬&喿	0	喿
嗀	0	嗀	0	嗀
嗁	1	啼	1	啼
嗂	0	嗂	0	嗂
嗃	0	嗃	0	嗃
嗄	0	嗄	0	嗄
嗅	0	嗅	0	嗅
嗆	0	嗆	0	嗆
嗇	0	嗇	0	嗇
嗈	0	嗈	0	嗈
嗉	0	嗉	0	嗉
嗊	0	嗊	0	嗊
嗋	0	嗋	0	嗋
嗌	0	嗌	0	嗌
嗍	2	嗽&嗍	2	嗽&嗍
嗎	2	嗎&罵	0	嗎
嗏	0	嗏	0	嗏
嗐	0	嗐	0	嗐
嗑	0	嗑	0	嗑
嗒	0	嗒	0	嗒
嗓	0	嗓	0	嗓
嗔	0	嗔	0	嗔
嗕	0	嗕	0	嗕
嗖	0	嗖	0	嗖
嗗	0	嗗	0	嗗
嗘	0	嗘	0	嗘
嗙	0	嗙	0	嗙
嗚	0	嗚	0	嗚
嗛	0	嗛	0	嗛
嗜	0	嗜	0	嗜
嗝	2	嗝&㗆	2	嗝&㗆
嗞	0	嗞	0	嗞
嗟	2	嗟&𧪘	0	嗟
嗠	1	酪	1	酪
嗡	0	嗡	0	嗡
嗢	0	嗢	0	嗢
嗣	0	嗣	0	嗣
嗤	0	嗤	0	嗤
嗥	0	嗥	0	嗥
嗦	0	嗦	0	嗦
嗨	0	嗨	0	嗨
嗩	0	嗩	0	嗩
嗪	0	嗪	0	嗪
嗫	1	囁	1	囁
嗬	1	呵	3	
嗯	0	嗯	0	嗯
嗲	0	嗲	0	嗲
嗳	1	噯	1	噯
嗴	0	嗴	3	
嗶	0	嗶	0	嗶
嗷	0	嗷	0	嗷
嗸	1	嗷	1	嗷
嗹	2	謰&嗹	0	嗹
嗺	0	嗺	0	嗺
嗻	0	嗻	0	嗻
嗼	0	嗼	0	嗼
嗽	0	嗽	0	嗽
嗾	0	嗾	0	嗾
嗿	0	嗿	0	嗿
嘀	0	嘀	0	嘀
嘁	0	嘁	0	嘁
嘂	2	叫&嘂	0	嘂
嘃	0	嘃	0	嘃
嘄	2	叫&嘄	0	嘄
嘆	0	嘆	0	嘆
嘇	0	嘇	0	嘇
嘈	0	嘈	0	嘈
嘉	0	嘉	0	嘉
嘊	1	啀	1	啀
嘋	2	哮&嘋	1	哮
嘌	0	嘌	0	嘌
嘍	0	嘍	0	嘍
嘎	0	嘎	0	嘎
嘏	0	嘏	0	嘏
嘐	0	嘐	0	嘐
嘑	2	嘑&謼	1	謼
嘒	0	嘒	0	嘒
嘓	0	嘓	0	嘓
嘔	2	嘔&歐	0	嘔
嘕	0	嘕	0	嘕
嘖	0	嘖	0	嘖
嘗	0	嘗	0	嘗
嘘	0	嘘	0	嘘
嘙	0	嘙	0	嘙
嘚	0	嘚	0	嘚
嘛	0	嘛	0	嘛
嘜	0	嘜	0	嘜
嘝	0	嘝	0	嘝
嘞	0	嘞	0	嘞
嘟	0	嘟	0	嘟
嘠	1	嘎	3	
嘤	1	嚶	1	嚶
嘦	0	嘦	0	嘦
嘧	0	嘧	0	嘧
嘨	1	嘯	1	嘯
嘩	2	嘩&譁	0	嘩
嘪	2	羋&嘪	0	嘪
嘫	1	然	1	然
嘬	0	嘬	0	嘬
嘭	0	嘭	0	嘭
嘮	0	嘮	0	嘮
嘯	0	嘯	0	嘯
嘰	0	嘰	0	嘰
嘱	1	囑	1	囑
